[11:41:21] <FROM=GSWEA#TO=HAB#TEXT=WD:22,WS:13,WDA:18,WSA:7,H:26,T:24,R:0,P:6515,B:423#CNT=211#RSSI=-68#>
[11:41:45] <FROM=GSWEA#TO=HAB#TEXT=WD:18,WS:13,WDA:20,WSA:8,H:26,T:24,R:0,P:6515,B:424#CNT=213#RSSI=-69#>
[11:41:57] <FROM=GSWEA#TO=HAB#TEXT=WD:11,WS:6,WDA:25,WSA:8,H:26,T:24,R:0,P:6515,B:424#CNT=214#RSSI=-69#>
[11:42:08] <FROM=GSWEA#TO=HAB#TEXT=WD:6,WS:6,WDA:24,WSA:8,H:26,T:24,R:0,P:6516,B:424#CNT=215#RSSI=-69#>
[11:42:20] <FROM=GSWEA#TO=HAB#TEXT=WD:9,WS:13,WDA:24,WSA:8,H:26,T:25,R:0,P:6515,B:424#CNT=216#RSSI=-69#>
[11:42:32] <FROM=GSWEA#TO=HAB#TEXT=WD:9,WS:6,WDA:23,WSA:8,H:26,T:25,R:0,P:6516,B:424#CNT=217#RSSI=-69#>
[11:42:44] <FROM=GSWEA#TO=HAB#TEXT=WD:27,WS:6,WDA:0,WSA:7,H:26,T:25,R:0,P:6514,B:423#CNT=218#RSSI=-68#>
[11:42:56] <FROM=GSWEA#TO=HAB#TEXT=WD:4,WS:6,WDA:18,WSA:7,H:26,T:25,R:0,P:6514,B:423#CNT=219#RSSI=-68#>
[11:43:31] <FROM=GSWEA#TO=HAB#TEXT=WD:0,WS:6,WDA:34,WSA:7,H:26,T:25,R:0,P:6514,B:423#CNT=222#RSSI=-69#>
[11:43:34] <FROM=GSWEA#TO=HAB#TEXT=WD:0,WS:6,WDA:34,WSA:7,H:26,T:25,R:0,P:6514,B:423#CNT=222#RSSI=-69#>
[11:43:43] <FROM=GSWEA#TO=HAB#TEXT=WD:27,WS:0,WDA:28,WSA:0,H:26,T:0,R:0,P:0,B:424#CNT=223#RSSI=-68#>
[11:43:55] <FROM=GSWEA#TO=HAB#TEXT=WD:18,WS:6,WDA:30,WSA:7,H:26,T:25,R:0,P:6515,B:424#CNT=224#RSSI=-68#>
[11:44:06] <FROM=GSWEA#TO=HAB#TEXT=WD:22,WS:13,WDA:31,WSA:8,H:26,T:25,R:0,P:6515,B:424#CNT=225#RSSI=-68#>
